curated_family,family,source_resource,source_sheet,enzyme_full_name,enzyme_common_name,species,substrate,product,text
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Beta-alanine aminotransferase,BV-AAT,Phaseolus vulgaris,Acrylate,Ethylene,Beta-alanine aminotransferase BV-AAT   Phaseolus vulgaris   Acrylate Ethylene The localization of glycollate-pathway enzymes in Euglena. 10.1042/bj1480321    pass 33090|Viridiplantae BV-AAT|NA
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,prephenate aminotransferase,PAT,Nicotiana sylvestris,prephenate;glutamate,L-arogenate,prephenate aminotransferase PAT   Nicotiana sylvestris   prephenate;glutamate L-arogenate Identification of a plant gene encoding glutamate/aspartate-prephenate aminotransferase: the last homeless enzyme of aromatic amino acids biosynthesis. 10.1016/j.febslet.2010.09.037    pass 33090|Viridiplantae PAT|PF00155;Aminotran_1_2;1|PAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small PAT_ARATH|E5LBC4_SOLLC|A0A251S9V0_HELAN|A0A6H5JFT3_9PHAE|A0A1E7FFX3_9STRA|A0A2I0W9A3_9ASPA Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|E5LBC4|A0A251S9V0|A0A6H5JFT3|A0A1E7FFX3|A0A2I0W9A3 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022|NP_001234609.1|NP_001234609| NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691|NM_001247680.1|NM_001247680| Arabidopsis_thaliana|Solanum_lycopersicum|Helianthus_annuus|Ectocarpus_sp._CCAP_1310/34|Fragilariopsis_cylindrus_CCMP1102|Dendrobium_catenatum
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase 5,OsAlaAT5,Oryza sativa,,,Alanine aminotransferase 5 OsAlaAT5   Oryza sativa     Alanine aminotransferase 1 (OsAlaAT1) plays an essential role in the regulation of starch storage in rice endosperm. 10.1016/j.plantsci.2015.07.027   LOC Os03g08530; LOC_Os03g08530 pass 33090|Viridiplantae LOCOS03G08530|NA|LOC_OS03G08530|NA|OSALAAT5|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase 1,AtAlaAT1,Arabidopsis thaliana,alanine;2-oxoglutarate,glutamate;pyruvate,Alanine aminotransferase 1 AtAlaAT1   Arabidopsis thaliana   alanine;2-oxoglutarate glutamate;pyruvate Analysis of the enzymatic properties of a broad family of alanine aminotransferases. 10.1371/journal.pone.0055032  AtG17290 TAIR: AtG17290 pass 33090|Viridiplantae ATG17290|NA|TAIR:ATG17290|NA|ATALAAT1|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,AGD2-LIKE DEFENSE RESPONSE PROTEIN1,ALD1,Arabidopsis thaliana,L-Lysine,"2,3-Dehydropipecolic acid","AGD2-LIKE DEFENSE RESPONSE PROTEIN1 ALD1   Arabidopsis thaliana   L-Lysine 2,3-Dehydropipecolic acid Biochemical Principles and Functional Aspects of Pipecolic Acid Biosynthesis in Plant Immunity. 10.1104/pp.17.00222 Q94B31   pass 33090|Viridiplantae Q94B31|NA|Q94B31|IPR040307;Ribosomal_cL37|ALD1|PF00155;Aminotran_1_2;1|ALD1|IPR004839;Aminotransferase_I/II;IPR019942;DapL/ALD1;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|ALD1|PF00171;Aldedh;1 PSRP5_ARATH|ALD1_ARATH|ALD1_ORYSJ|A0A3Q8Q412_CAMSI|A0A317Y1I1_MAIZE|A0A371FD63_MUCPR|A0A371GE55_MUCPR|F0Y6V6_AURAN|A0A9Q0F4J0_9ROSI|A0A3S8ND52_CAMSI|B8BYY3_THAPS|A0A314KZD4_NICAT|A0A2I0VZH7_9ASPA|A0A251UBS8_HELAN Q9LER7|Q94B31|Q9ZQI7|Q93ZH8|Q6VMN7|Q8H7W8|A0A3Q8Q412|A0A317Y1I1|A0A371FD63|A0A371GE55|F0Y6V6|A0A9Q0F4J0|A0A3S8ND52|B8BYY3|A0A314KZD4|A0A2I0VZH7|A0A251UBS8 NP_191250.1|NP_191250|NP_565359.1|NP_565359|XP_015630783.1|XP_015630783||XP_009036043.1|XP_009036043|XP_002288533.1|XP_002288533|XP_019266805.1|XP_019266805 NM_115550.4|NM_115550|NM_126957.2|NM_126957|XM_015775297.1|XM_015775297||XM_009037795.1|XM_009037795|XM_002288497.1|XM_002288497|XM_019411260.1|XM_019411260 Arabidopsis_thaliana|Oryza_sativa_subsp._japonica|Camellia_sinensis|Zea_mays|Mucuna_pruriens|Aureococcus_anophagefferens|Turnera_subulata|Thalassiosira_pseudonana|Nicotiana_attenuata|Dendrobium_catenatum|Helianthus_annuus"
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,AGD2-LIKE DEFENSE RESPONSE PROTEIN1,ALD1,Arabidopsis thaliana,L-Glutamate,Glutamine,AGD2-LIKE DEFENSE RESPONSE PROTEIN1 ALD1   Arabidopsis thaliana   L-Glutamate Glutamine Biochemical Principles and Functional Aspects of Pipecolic Acid Biosynthesis in Plant Immunity. 10.1104/pp.17.00222 Q94B31   pass 33090|Viridiplantae Q94B31|NA|Q94B31|IPR040307;Ribosomal_cL37|ALD1|PF00155;Aminotran_1_2;1|ALD1|IPR004839;Aminotransferase_I/II;IPR019942;DapL/ALD1;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|ALD1|PF00171;Aldedh;1 PSRP5_ARATH|ALD1_ARATH|ALD1_ORYSJ|A0A3Q8Q412_CAMSI|A0A317Y1I1_MAIZE|A0A371FD63_MUCPR|A0A371GE55_MUCPR|F0Y6V6_AURAN|A0A9Q0F4J0_9ROSI|A0A3S8ND52_CAMSI|B8BYY3_THAPS|A0A314KZD4_NICAT|A0A2I0VZH7_9ASPA|A0A251UBS8_HELAN Q9LER7|Q94B31|Q9ZQI7|Q93ZH8|Q6VMN7|Q8H7W8|A0A3Q8Q412|A0A317Y1I1|A0A371FD63|A0A371GE55|F0Y6V6|A0A9Q0F4J0|A0A3S8ND52|B8BYY3|A0A314KZD4|A0A2I0VZH7|A0A251UBS8 NP_191250.1|NP_191250|NP_565359.1|NP_565359|XP_015630783.1|XP_015630783||XP_009036043.1|XP_009036043|XP_002288533.1|XP_002288533|XP_019266805.1|XP_019266805 NM_115550.4|NM_115550|NM_126957.2|NM_126957|XM_015775297.1|XM_015775297||XM_009037795.1|XM_009037795|XM_002288497.1|XM_002288497|XM_019411260.1|XM_019411260 Arabidopsis_thaliana|Oryza_sativa_subsp._japonica|Camellia_sinensis|Zea_mays|Mucuna_pruriens|Aureococcus_anophagefferens|Turnera_subulata|Thalassiosira_pseudonana|Nicotiana_attenuata|Dendrobium_catenatum|Helianthus_annuus
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,beta-alanine aminotransferase,,Phaseolus vulgaris,beta-alanine;malonate,malonate semialdehyde;ethylene,"beta-alanine aminotransferase    Phaseolus vulgaris   beta-alanine;malonate malonate semialdehyde;ethylene beta-Alanine as an Ethylene Precursor. Investigations Towards Preparation, and Properties, of a Soluble Enzyme System From a Subcellular Particulate Fraction of Bean Cotyledons. 10.1104/pp.44.9.1217    pass 33090|Viridiplantae"
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,mitochondrial branched-chain aminotransferase,AtBCAT-1,Arabidopsis thaliana,valine,ketoisovalerate,"mitochondrial branched-chain aminotransferase AtBCAT-1   Arabidopsis thaliana   valine ketoisovalerate The mitochondrial branched-chain aminotransferase (AtBCAT-1) is capable to initiate degradation of leucine, isoleucine and valine in almost all tissues in Arabidopsis thaliana. 10.1007/s11103-004-7533-1    pass 33090|Viridiplantae ATBCAT-1|NA A0A1P8APA5_ARATH|B3H7M6_ARATH|F4I2Q0_ARATH|A0A1P8APA3_ARATH|A0A1P8APE4_ARATH|A0A1P8APB7_ARATH A0A1P8APA5|B3H7M6|F4I2Q0|A0A1P8APA3|A0A1P8APE4|A0A1P8APB7 NP_001320929.1|NP_001320929|NP_001117257.1|NP_001117257|NP_563859.1|NP_563859|NP_001320930.1|NP_001320930|NP_001320927.1|NP_001320927|NP_001320928.1|NP_001320928 NM_001331881.1|NM_001331881|NM_001123785.1|NM_001123785|NM_100880.3|NM_100880|NM_001331880.1|NM_001331880|NM_001331883.1|NM_001331883|NM_001331882.1|NM_001331882 Arabidopsis_thaliana"
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,L-serine:glyoxylate aminotransferase; Serine:glyoxylate aminotransferase,SGAT,Spinacia oleracea,L-serine; glyoxylate; L-serine;glyoxylate,hydroxypyruvate; glycine; hydroxypyruvate;glycine,"L-serine:glyoxylate aminotransferase; Serine:glyoxylate aminotransferase SGAT   Spinacia oleracea   L-serine; glyoxylate; L-serine;glyoxylate hydroxypyruvate; glycine; hydroxypyruvate;glycine Serine: glyoxylate, alanine:glyoxylate, and glutamate:glyoxylate aminotransferase reactions in peroxisomes from spinach leaves.     pass_noDOI 33090|Viridiplantae SGAT|PF00266;Aminotran_5;1|SGAT|NA A0A0A6ZHA3_GOSHI|A0A1D8RJ17_ELECO|Q8LGQ7_SPIPO A0A0A6ZHA3|A0A1D8RJ17|Q8LGQ7 NP_001314412.1|NP_001314412|XP_016734507.1|XP_016734507| NM_001327483.1|NM_001327483|XM_016879018.1|XM_016879018| Gossypium_hirsutum|Eleusine_coracana|Spirodela_polyrhiza"
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,MSX/alpha-ketoglutarate aminotransferase,MSX/Î±-ketoglutarate_AT,Chlamydomonas reinhardtii,MSX;Î±-ketoglutarate,MSX-glutamate,MSX/alpha-ketoglutarate aminotransferase MSX/Î±-ketoglutarate_AT   Chlamydomonas reinhardtii   MSX;Î±-ketoglutarate MSX-glutamate Characterization of a Mutant of Chlamydomonas reinhardtii That Uses L-Methionine-S-Sulfoximine and Phosphinothricin as Nitrogen Sources for Growth. 10.1104/pp.110.4.1215    pass 33090|Viridiplantae MSX/Î±-KETOGLUTARATE_AT|NA
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Arabidopsis branched-chain aminotransferase 3,AtBCAT3,Arabidopsis thaliana,3-methyl-2-oxopentanoate;4-methyl-2-oxopentanoate,isoleucine; leucine,Arabidopsis branched-chain aminotransferase 3 AtBCAT3   Arabidopsis thaliana   3-methyl-2-oxopentanoate;4-methyl-2-oxopentanoate isoleucine; leucine Arabidopsis and maize RidA proteins preempt reactive enamine/imine damage to branched-chain amino acid biosynthesis in plastids. 10.1105/tpc.114.126854   At3g49680 pass 33090|Viridiplantae AT3G49680|PF01063;Aminotran_4;1|AT3G49680|IPR001544;Aminotrans_IV;IPR018300;Aminotrans_IV_CS;IPR036038;Aminotransferase-like;IPR005786;B_amino_transII;IPR043132;BCAT-like_C;IPR043131;BCAT-like_N;IPR033939;BCAT_family|ATBCAT3|NA BCAT3_ARATH|B3H658_ARATH Q9M401|Q8LAT6|Q9M2Z0|B3H658 NP_566923.1|NP_566923|NP_001118802.1|NP_001118802 NM_114828.6|NM_114828|NM_001125330.1|NM_001125330 Arabidopsis_thaliana
Aminotransferase,35461|Chlorellaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate-1-semialdehyde aminotransferase,GSA aminotransferase,Chlorella vulgaris,glutamate-1-semialdehyde,6-aminolevulinic acid,glutamate-1-semialdehyde aminotransferase GSA aminotransferase   Chlorella vulgaris   glutamate-1-semialdehyde 6-aminolevulinic acid Intermolecular nitrogen transfer in the enzymic conversion of glutamate to delta-aminolevulinic acid by extracts of Chlorella vulgaris. 10.1104/pp.101.3.1029    pass 33090|Viridiplantae GSAAMINOTRANSFERASE|NA
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase,GGA,Spinacia oleracea,glyoxylate; DL-lysine,glycine; alpha-ketoglutarate,glutamate:glyoxylate aminotransferase GGA   Spinacia oleracea   glyoxylate; DL-lysine glycine; alpha-ketoglutarate Glycolate and glyoxylate metabolism by isolated peroxisomes or chloroplasts. 10.1104/pp.44.2.242    pass 33090|Viridiplantae GGA|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Alanine aminotransferase,,Sorghum bicolor,Alanine,Pyruvate,Alanine aminotransferase    Sorghum bicolor   Alanine Pyruvate Induction of reduced photorespiratory activity in submersed and amphibious aquatic macrophytes. 10.1104/pp.67.2.335    pass 33090|Viridiplantae
Aminotransferase,543|Enterobacteriaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AAT,Escherichia coli,L-aspartate; alpha-ketoglutarate,oxaloacetate; L-glutamate,"Aspartate aminotransferase AAT   Escherichia coli   L-aspartate; alpha-ketoglutarate oxaloacetate; L-glutamate Metabolism of 1-aminoethylphosphinate generates acetylphosphinate, a potent inhibitor of pyruvate dehydrogenase. 10.1042/bj2480351 P00509   pass 2|Bacteria P00509|NA|AAT|PF00155;Aminotran_1_2;1|AAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|AAT|PF02458;Transferase;1|AAT|NA|AAT|PF03219;TLC;1|AAT|PF03417;AAT;1|AAT|PF02803;Thiolase_C;1;PF00108;Thiolase_N;1|AAT|PF01490;Aa_trans;1 PAT_ARATH|PAT_PINPS|B1A9J8_CUCME|O48548_SOYBN|A9DG57_MEDTR|A9DGI0_9FABA|A0A078BCB9_9FABA|Q4VVF4_HELTU|B6THR2_MAIZE|A9DGC8_MEDTR|F0Y8M2_AURAN|Q6YEY2_VITVI|W7U3D6_9STRA|A0A0A7H8K8_PRUAR|B3VP15_PRUAR|Q9ZTX1_HORVU|Q7G1G6_SOYBN|D5ACX1_PICSI|C6TEL7_SOYBN|A0A6M2F9E6_9ROSI|A0A1U8W0X8_9LAMI|A0A0A9EF48_ARUDO|A0A0A9HKQ1_ARUDO|A0A0A9EKA8_ARUDO|Q9FVF1_FRAAN|A0A1J0CLC8_FRAAN|B9MSV0_FAGSY|A0A0A7CNG6_ACHHY|Q43781_LOTJA|I3S9W5_LOTJA|A0A7C9ARW2_OPUST|A0A7C9ESJ9_OPUST|D7FVR8_ECTSI Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|Q5F4K8|B1A9J8|O48548|A9DG57|A9DGI0|A0A078BCB9|Q4VVF4|B6THR2|A9DGC8|F0Y8M2|Q6YEY2|W7U3D6|A0A0A7H8K8|B3VP15|Q9ZTX1|Q7G1G6|D5ACX1|C6TEL7|A0A6M2F9E6|A0A1U8W0X8|A0A0A9EF48|A0A0A9HKQ1|A0A0A9EKA8|Q9FVF1|A0A1J0CLC8|B9MSV0|A0A0A7CNG6|Q43781|I3S9W5|A0A7C9ARW2|A0A7C9ESJ9|D7FVR8 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022||NP_001284403.1|NP_001284403|NP_001237541.1|NP_001237541|NP_001149746.1|NP_001149746|XP_009036682.1|XP_009036682|NP_001242552.1|NP_001242552 NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691||NM_001297474.1|NM_001297474|NM_001250612.1|NM_001250612|NM_001156274.1|NM_001156274|XM_009038434.1|XM_009038434|NM_001255623.1|NM_001255623 Arabidopsis_thaliana|Pinus_pinaster|Cucumis_melo|Glycine_max|Medicago_truncatula_var._truncatula|Medicago_tornata|Xylia_xylocarpa_var._kerrii|Helianthus_tuberosus|Zea_mays|Medicago_truncatula_var._longiaculeata|Aureococcus_anophagefferens|Vitis_vinifera|Nannochloropsis_gaditana|Prunus_armeniaca|Hordeum_vulgare|Picea_sitchensis|Populus_davidiana|Osmanthus_fragrans|Arundo_donax|Fragaria_ananassa|Fagus_sylvatica|Achlya_hypogyna|Lotus_japonicus|Opuntia_streptacantha|Ectocarpus_siliculosus"
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Tryptophan Aminotransferase Related-Like 1; tryptophan aminotransferase related-like 1,OsTARL1,Oryza sativa,,,Tryptophan Aminotransferase Related-Like 1; tryptophan aminotransferase related-like 1 OsTARL1   Oryza sativa     Tillering and small grain 1 dominates the tryptophan aminotransferase family required for local auxin biosynthesis in rice. 10.1111/jipb.12820  LOC_Os01g52010 LOC_Os01g52010 pass 33090|Viridiplantae LOC_OS01G52010|NA|OSTARL1|NA
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamic-oxaloacetic aminotransferase apoenzyme,glutamic-oxaloacetic aminotransferase apoenzyme,Nicotiana tabacum,pyridoxamine;oxaloacetate,pyridoxal,glutamic-oxaloacetic aminotransferase apoenzyme glutamic-oxaloacetic aminotransferase apoenzyme   Nicotiana tabacum   pyridoxamine;oxaloacetate pyridoxal Enzymatic transamination of pyridoxamine in tobacco plants. 10.1016/j.plantsci.2013.08.001    pass 33090|Viridiplantae GLUTAMIC-OXALOACETICAMINOTRANSFERASEAPOENZYME|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Ornithine aminotransferase,OAT,Oryza sativa,Ornithine; Glutamic acid,2-Acetyl-1-pyrroline,Ornithine aminotransferase OAT   Oryza sativa   Ornithine; Glutamic acid 2-Acetyl-1-pyrroline Foliar methyl jasmonate (MeJA) application increased 2-acetyl-1-Pyrroline (2-AP) content and modulated antioxidant attributes and yield formation in fragrant rice. 10.1016/j.jplph.2023.153946    pass 33090|Viridiplantae OAT|PF00202;Aminotran_3;1|OAT|IPR005814;Aminotrans_3;IPR049704;Aminotrans_3_PPA_site;IPR050103;Class-III_PLP-dep_AT;IPR010164;Orn_aminotrans;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small|OAT|PF04884;UVB_sens_prot;1 OAT_ORYSJ|A0A384UTR4_9FABA|A0A384UU01_DALNI|A0A384VBL4_9FABA|A0A067KPC9_JATCU|A0A438HZM9_VITVI|W7TAG4_9STRA|Q5EF77_SOLLC|A0A2I0W113_9ASPA|A0A0U3C7A1_PRUPE|B1A0U3_PEA|A0A182BFH5_KOSPE|B7G0H9_PHATC|D3KZ44_VICVI|D7FT88_ECTSI|D8LSH5_ECTSI Q10G56|A0A0N7KHQ2|Q60DP3|A0A384UTR4|A0A384UU01|A0A384VBL4|A0A067KPC9|A0A438HZM9|W7TAG4|Q5EF77|A0A2I0W113|A0A0U3C7A1|B1A0U3|A0A182BFH5|B7G0H9|D3KZ44|D7FT88|D8LSH5 XP_015630389.1|XP_015630389||NP_001306851.1|NP_001306851|XP_002180480.1|XP_002180480 XM_015774903.1|XM_015774903||NM_001319922.1|NM_001319922|XM_002180444.1|XM_002180444 Oryza_sativa_subsp._japonica|Dalbergia_cochinchinensis|Dalbergia_nigrescens|Pterocarpus_macrocarpus|Jatropha_curcas|Vitis_vinifera|Nannochloropsis_gaditana|Solanum_lycopersicum|Dendrobium_catenatum|Prunus_persica|Pisum_sativum|Kosteletzkya_pentacarpos|Phaeodactylum_tricornutum|Vicia_villosa|Ectocarpus_siliculosus
Aminotransferase,3318|Pinaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Prokaryotic-type aspartate aminotransferase,PpAAT,Pinus pinaster,aspartate; 2-oxoglutarate; Aspartate,oxaloacetate; Oxaloacetate; Glutamate,Prokaryotic-type aspartate aminotransferase PpAAT   Pinus pinaster   aspartate; 2-oxoglutarate; Aspartate oxaloacetate; Oxaloacetate; Glutamate The aspartate aminotransferase family in conifers: biochemical analysis of a prokaryotic-type enzyme from maritime pine. 10.1093/treephys/27.9.1283   PpAAT pass 33090|Viridiplantae PPAAT|NA
Aminotransferase,3051|Chlamydomonadaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,"L,L-diaminopimelate aminotransferase",Cr-DapL,Chlamydomonas reinhardtii,tetrahydrodipicolinate (THDPA); L-glutamate; tetrahydrodipicolinate,"L,L-diaminopimelate (L,L-DAP); 2-oxoglutarate; L,L-diaminopimelate","L,L-diaminopimelate aminotransferase Cr-DapL   Chlamydomonas reinhardtii   tetrahydrodipicolinate (THDPA); L-glutamate; tetrahydrodipicolinate L,L-diaminopimelate (L,L-DAP); 2-oxoglutarate; L,L-diaminopimelate L,L-diaminopimelate aminotransferase from Chlamydomonas reinhardtii: a target for algaecide development. 10.1371/journal.pone.0020439  CHLREDRAFT_129557 CHLREDRAFT_129557 pass 33090|Viridiplantae CHLREDRAFT_129557|NA|CR-DAPL|NA"
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,tryptophan:glyoxylate aminotransferase,TGA,Spinacia oleracea,L-tryptophan; glyoxylate,indolepyruvic acid,tryptophan:glyoxylate aminotransferase TGA   Spinacia oleracea   L-tryptophan; glyoxylate indolepyruvic acid Peroxisomal localization and properties of tryptophan aminotransferase in plant leaves.     pass_noDOI 33090|Viridiplantae TGA|PF00170;bZIP_1;1;PF14144;DOG1;1 C9DID8_CAPAN C9DID8 NP_001311542.1|NP_001311542 NM_001324613.1|NM_001324613 Capsicum_annuum
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Branched-Chain Aminotransferase 4,BCAT4,Arabidopsis thaliana,methionine,4-methylthio-2-oxobutanoate,Branched-Chain Aminotransferase 4 BCAT4   Arabidopsis thaliana   methionine 4-methylthio-2-oxobutanoate Arabidopsis branched-chain aminotransferase 3 functions in both amino acid and glucosinolate biosynthesis. 10.1104/pp.107.111609   At3g19710 pass 33090|Viridiplantae AT3G19710|NA|BCAT4|PF01063;Aminotran_4;1|BCAT4|IPR001544;Aminotrans_IV;IPR036038;Aminotransferase-like;IPR005786;B_amino_transII;IPR043132;BCAT-like_C;IPR043131;BCAT-like_N;IPR033939;BCAT_family|BCAT4|PF01063;Aminotran_4;1;PF19798;Sulfotransfer_5;1 BCAT4_ARATH|A0A0B5GLF6_BRAOA|D7LA26_ARALL|D8LIS9_ECTSI Q9LE06|Q0WW34|A0A0B5GLF6|D7LA26|D8LIS9 NP_188605.1|NP_188605||XP_002885325.1|XP_002885325 NM_112861.4|NM_112861||XM_002885279.1|XM_002885279 Arabidopsis_thaliana|Brassica_oleracea_var._alboglabra|Arabidopsis_lyrata_subsp._lyrata|Ectocarpus_siliculosus
Aminotransferase,3700|Brassicaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Phosphoserine aminotransferase isoform 1,AtPSAT1,Arabidopsis thaliana,3-phosphoserine,,Phosphoserine aminotransferase isoform 1 AtPSAT1   Arabidopsis thaliana   3-phosphoserine  Structural Analysis of Phosphoserine Aminotransferase (Isoform 1) From Arabidopsis thaliana- the Enzyme Involved in the Phosphorylated Pathway of Serine Biosynthesis. 10.3389/fpls.2018.00876    pass 33090|Viridiplantae ATPSAT1|NA
Aminotransferase,4479|Poaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,prephenate aminotransferase,PAT,Sorghum bicolor,prephenate;glutamate,L-arogenate,prephenate aminotransferase PAT   Sorghum bicolor   prephenate;glutamate L-arogenate Identification of a plant gene encoding glutamate/aspartate-prephenate aminotransferase: the last homeless enzyme of aromatic amino acids biosynthesis. 10.1016/j.febslet.2010.09.037    pass 33090|Viridiplantae PAT|PF00155;Aminotran_1_2;1|PAT|IPR004839;Aminotransferase_I/II;IPR050596;Class-I_PLP-Dep_Aminotrans;IPR004838;NHTrfase_class1_PyrdxlP-BS;IPR015424;PyrdxlP-dep_Trfase;IPR015421;PyrdxlP-dep_Trfase_major;IPR015422;PyrdxlP-dep_Trfase_small PAT_ARATH|E5LBC4_SOLLC|A0A251S9V0_HELAN|A0A6H5JFT3_9PHAE|A0A1E7FFX3_9STRA|A0A2I0W9A3_9ASPA Q9SIE1|E9L7A7|Q3E6N9|Q8LFX1|Q8VZI1|E5LBC4|A0A251S9V0|A0A6H5JFT3|A0A1E7FFX3|A0A2I0W9A3 NP_001031394.1|NP_001031394|NP_565529.1|NP_565529|NP_850022.1|NP_850022|NP_001234609.1|NP_001234609| NM_001036317.1|NM_001036317|NM_127791.3|NM_127791|NM_179691.4|NM_179691|NM_001247680.1|NM_001247680| Arabidopsis_thaliana|Solanum_lycopersicum|Helianthus_annuus|Ectocarpus_sp._CCAP_1310/34|Fragilariopsis_cylindrus_CCMP1102|Dendrobium_catenatum
Aminotransferase,3803|Fabaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,Aspartate aminotransferase,AspAT,Arachis hypogaea,4-methylene-glutamate;4-methyleneglutamic acid,2-oxo-4-methylene-glutarate;2-oxo-4-methyleneglutarate,Aspartate aminotransferase AspAT   Arachis hypogaea   4-methylene-glutamate;4-methyleneglutamic acid 2-oxo-4-methylene-glutarate;2-oxo-4-methyleneglutarate Specificity of aspartate aminotransferases from leguminous plants for 4-substituted glutamic acids. 10.1104/pp.89.4.1122    pass 33090|Viridiplantae ASPAT|NA
Aminotransferase,1804623|Chenopodiaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,glutamate:glyoxylate aminotransferase,GGA,Spinacia oleracea,glyoxylate; beta-alanine,glycine; malonate semialdehyde,glutamate:glyoxylate aminotransferase GGA   Spinacia oleracea   glyoxylate; beta-alanine glycine; malonate semialdehyde Glycolate and glyoxylate metabolism by isolated peroxisomes or chloroplasts. 10.1104/pp.44.2.242    pass 33090|Viridiplantae GGA|NA
Aminotransferase,221678|Didymosphaeriaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,"alanine-4,5-dioxovalerate aminotransferase",,,"4,5-dioxovalerate",,"alanine-4,5-dioxovalerate aminotransferase       4,5-dioxovalerate  A new biosynthetic route of porphyrin precursors in common between animals and plants. 10.1016/0006-291x(83)91715-1    pass 4751|Fungi"
Aminotransferase,4070|Solanaceae,Aminotransferase_Minimally_Curated_Set.xlsx,NewIDs,mitochondrial aspartate aminotransferase,mAspAT,Nicotiana tabacum,aspartate; alpha-ketoglutarate,oxaloacetate; glutamate,mitochondrial aspartate aminotransferase mAspAT   Nicotiana tabacum   aspartate; alpha-ketoglutarate oxaloacetate; glutamate Analysis of the transgenic tobacco plants expressing Panicum miliaceum aspartate aminotransferase genes. 10.1007/s002990050779    pass 33090|Viridiplantae MASPAT|NA
