target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,(2-amino-1-hydroxyethyl)phosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.5875468253846153,0.5193308453846155,0.5534388353846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6579252821846153,0.5814215345846154,0.8568148895594356,0.5670405347896046,0.3543027254095134,True,0.9013079397076923,1.2434092633538463,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|3,4-dihydroxybenzoate:[SKiD_substrates,0.542]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.9075457644265897,0.13994617060638173,0.006145999999999971,0.33182708333333333,0.15,0.5967782814165449,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
GH13_11,GH,germination,0.5934884663482685,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.8474790773078614,0.6274790773078615,0.28,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,organophosphonate_transition_state_mimic,0.63,0.63,organophosphonate_transition_state_mimic||organophosphonate_transition_state_mimic,0.6053559353846154,0.5875468253846153,0.5964513803846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.5742723449846154,0.5679252821846154,0.8160538435930222,0.23912892328426286,0.23173172175995194,True,0.8482695309376924,1.1919395719538461,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.593]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,0.8586800031283366,0.13096666637442234,0.0,0.41776624999999995,0.15,0.5951587238025274,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_3,False
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,4-hydroxybenzoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.81,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5012298851282051,0.5532929102564103,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.5405727812615384,0.82967762454685,0.48037757099977,0.3109862578190355,True,0.8639905279948719,1.1599134098358974,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|4-hydroxybenzoate:[SKiD_substrates,0.495]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8826455427118739,0.136106484705334,0.025346333333333342,0.25580458333333334,0.15,0.5915830512949609,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5193308453846155,0.5623433903846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.5464215345846154,0.8318459191510776,0.37934985586192527,0.2932431544859312,True,0.8664454468376925,1.1654001439538462,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3,4-dihydroxybenzoate:[SKiD_substrates,0.500]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.881155952258898,0.1358767855674646,0.006145999999999971,0.2808708333333333,0.15,0.5914760555473179,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
caffeoyl shikimate esterase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5193308453846155,0.5623433903846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.5464215345846154,0.8318459191510776,0.37934985586192527,0.2932431544859312,True,0.8664454468376925,1.1654001439538462,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3,4-dihydroxybenzoate:[SKiD_substrates,0.500]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.881155952258898,0.1358767855674646,0.006145999999999971,0.2808708333333333,0.15,0.5914760555473179,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5193308453846155,0.5623433903846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.5464215345846154,0.8318459191510776,0.37934985586192527,0.2932431544859312,True,0.8664454468376925,1.1654001439538462,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3,4-dihydroxybenzoate:[SKiD_substrates,0.500]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.881155952258898,0.1358767855674646,0.006145999999999971,0.2808708333333333,0.15,0.5914760555473179,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
EPSP synthase,EPSPS,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.5875468253846153,0.5197507030769231,0.5536487642307693,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.6579252821846153,0.555189395476923,0.8478415379764779,0.5716699660851171,0.3564074318161365,True,0.9083713217823077,1.2785687270923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.578]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.9020719446553745,0.1391020918330594,0.0,0.3579783333333333,0.15,0.590481721609244,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
acetolactate synthase,ALS/AHAS,seedling_emergence,0.5724640000000001,ALS/AHAS,acetolactate synthase / acetohydroxyacid synthase,2,sulfonylureas;imidazolinones;triazolopyrimidines;pyrimidinyl-thiobenzoates,target_site_mutation;metabolic_resistance;cross_resistance,0.84579712,0.62579712,0.28,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.5875468253846153,0.5197507030769231,0.5536487642307693,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.6579252821846153,0.555189395476923,0.8478415379764779,0.5716699660851171,0.3564074318161365,True,0.9083713217823077,1.2785687270923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.578]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.9020719446553745,0.1391020918330594,0.0,0.3579783333333333,0.15,0.590481721609244,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,(2-amino-1-hydroxyethyl)phosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.5875468253846153,0.5197507030769231,0.5536487642307693,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.6579252821846153,0.555189395476923,0.8478415379764779,0.5716699660851171,0.3564074318161365,True,0.9083713217823077,1.2785687270923076,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.578]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.9020719446553745,0.1391020918330594,0.0,0.3579783333333333,0.15,0.590481721609244,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
GH43_13,GH,germination,0.5776822429216711,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.8462145794337337,0.6262145794337337,0.28,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,phenolic_acid_or_benzoate,0.63,0.99,organophosphonate_transition_state_mimic||phenolic_acid_or_benzoate,0.6053559353846154,0.5193308453846155,0.5623433903846154,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.5742723449846154,0.49142153458461535,0.7834840825273854,0.37934985586192527,0.2503431544859312,True,0.8114454468376925,1.0334001439538463,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.599]|3,4-dihydroxybenzoate:[SKiD_substrates,0.434]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8376873603038953,0.12882410300738,0.006145999999999971,0.2808708333333333,0.15,0.5902499132436932,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_1,False
EPSP synthase,EPSPS,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,unclassified_or_unknown,0.63,0.0,organophosphonate_transition_state_mimic||unclassified_or_unknown,0.6053559353846154,0.38522908743589745,0.49529251141025643,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6642723449846154,0.5414078343692308,0.8460379276243548,0.4990009774179049,0.338926042691669,True,0.8839214819802564,1.2120684788974359,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8982196835392405,0.13850806207443953,0.045516333333333325,0.26940041666666664,0.15,0.5858354313130644,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
acetolactate synthase,ALS/AHAS,seedling_emergence,0.5724640000000001,ALS/AHAS,acetolactate synthase / acetohydroxyacid synthase,2,sulfonylureas;imidazolinones;triazolopyrimidines;pyrimidinyl-thiobenzoates,target_site_mutation;metabolic_resistance;cross_resistance,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,unclassified_or_unknown,0.63,0.0,organophosphonate_transition_state_mimic||unclassified_or_unknown,0.6053559353846154,0.38522908743589745,0.49529251141025643,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6642723449846154,0.5414078343692308,0.8460379276243548,0.4990009774179049,0.338926042691669,True,0.8839214819802564,1.2120684788974359,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8982196835392405,0.13850806207443953,0.045516333333333325,0.26940041666666664,0.15,0.5858354313130644,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
cellulase,CAZy,germination,0.5724640000000001,CAZy/cell wall,cell wall carbohydrate metabolism / cellulose-associated enzymes,20/unknown,cell_wall_synthesis_inhibitors;glycosidase_inhibitor_like,pathway_bypass;reduced_uptake,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,unclassified_or_unknown,0.63,0.0,organophosphonate_transition_state_mimic||unclassified_or_unknown,0.6053559353846154,0.38522908743589745,0.49529251141025643,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6642723449846154,0.5414078343692308,0.8460379276243548,0.4990009774179049,0.338926042691669,True,0.8839214819802564,1.2120684788974359,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8982196835392405,0.13850806207443953,0.045516333333333325,0.26940041666666664,0.15,0.5858354313130644,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",compound_breadth_seed,False
caffeoylshikimate esterase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.6292723449846154,0.520189395476923,0.8221209397336455,0.3851988073621863,0.2955673745294089,True,0.8735088289123076,1.2005596076923077,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.8746961865603304,0.13488067109262028,0.0,0.3070220833333333,0.15,0.5847003431574299,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
hydroxycinnamate-CoA shikimate transferase,BAHD acyltransferase,early_vegetative,0.5724640000000001,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,9,glyphosate-like phosphonate transition-state/substrate mimics,target_site_mutation;target_amplification;reduced_translocation,0.84579712,0.62579712,0.28,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,transition_state_mimic_candidate,,,organophosphonate_transition_state_mimic,organosulfur_sulfonate,0.63,0.81,organophosphonate_transition_state_mimic||organosulfur_sulfonate,0.6053559353846154,0.5197507030769231,0.5625533192307692,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,0.6292723449846154,0.520189395476923,0.8221209397336455,0.3851988073621863,0.2955673745294089,True,0.8735088289123076,1.2005596076923077,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,0.8746961865603304,0.13488067109262028,0.0,0.3070220833333333,0.15,0.5847003431574299,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",target_breadth_seed_2,False
