enzyme_key,enzyme_name,enzyme_family,stage,target_class,anchor_hit,source_evidence,evidence_class,species,substrate,product,kinetic_records,median_parameter,pH_median,temp_median,uniprot_count,organism_count,site_types,plant_like_records,stage_assigned,stage_index,kinetic_evidence_score,organism_evidence_score,plant_context_score,anchor_score,structure_score,natural_inhibitor_evidence_score,crop_selectivity_margin,uncertainty_penalty,pathway_essentiality_score,criticality_score_formula,trajectory_peak,trajectory_curvature_max,trajectory_critical_t,enzyme_state_text,enzyme_state_cluster
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,(1R)-1-phenylethan-1-amine,,18.0,6.575,8.0,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.9444389791664403,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2525392458332152,0.55,0.42064430883334175,0.39373256191833333,18.22539915424972,0.36363636363636365,EC 1.4.3.3 1 (1R)-1-phenylethan-1-amine kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,(R)-alpha-methylbenzylamine,,4.0,45.45,9.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 (R)-alpha-methylbenzylamine kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,(RS)-1-(4-chlorophenyl)-1-phenylmethanamine,,12.0,4.03,8.0,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.5649493574615367,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2753086231355094,0.55,0.40379496962964406,0.37796120033804076,17.49536209913196,0.36363636363636365,EC 1.4.3.3 1 (RS)-1-(4-chlorophenyl)-1-phenylmethanamine kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"1,1-diphenylmethanamine",,12.0,2.965,8.0,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.5649493574615367,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2753086231355094,0.55,0.40379496962964406,0.37796120033804076,17.49536209913196,0.36363636363636365,"EC 1.4.3.3 1 1,1-diphenylmethanamine kinetic_ec_record unassigned_stage",4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-1-naphthyl-alanine,,2.0,0.035,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-1-naphthyl-alanine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-1-naphthyl-glycine,,2.0,0.19,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-1-naphthyl-glycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-2-chloro-phenylglycine,,2.0,0.265,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-2-chloro-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-2-fluoro-phenylglycine,,2.0,0.5,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-2-fluoro-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-2-naphthyl-alanine,,2.0,0.05,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-2-naphthyl-alanine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-2-naphthyl-glycine,,2.0,0.02,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-2-naphthyl-glycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-4-chloro-phenylglycine,,2.0,0.115,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-4-chloro-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-4-fluoro-phenylglycine,,2.0,0.6499999999999999,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-4-fluoro-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-4-hydroxy-phenylglycine,,2.0,1.85,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-4-hydroxy-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Ala,,10.0,12.8,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.3978952727983707,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.28533186821529943,0.55,0.39637776827059945,0.3710185325495225,17.173994491066708,0.36363636363636365,EC 1.4.3.3 1 D-Ala kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Asn,,4.0,60.2,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-Asn kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Asp,,8.0,28.5,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.1972245773362196,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.29737210994302843,0.55,0.38746798939207994,0.3626787785333681,16.787957468748505,0.36363636363636365,EC 1.4.3.3 1 D-Asp kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Aspartate,,21.0,5.2,,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,3.091042453358316,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2437430373817027,0.55,0.42715350308746103,0.39982531457391224,18.507425229398343,0.36363636363636365,EC 1.4.3.3 1 D-Aspartate kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Dopa,,5.0,6.0,8.3,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.791759469228055,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3217000164295184,0.55,0.3694653385920774,0.3458278912826518,16.007950489515576,0.36363636363636365,EC 1.4.3.3 1 D-Dopa kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Gln,,4.0,147.3,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-Gln kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Glu,,4.0,68.65,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-Glu kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Lysine,,2.0,14.6,8.25,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-Lysine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Met,,4.0,340.75,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-Met kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Phe,,3.0,0.07,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.34602792291600826,0.55,0.35146268779207496,0.3289770040319356,15.22794351028265,0.36363636363636365,EC 1.4.3.3 1 D-Phe kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Pro,,6.0,650.75,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,EC 1.4.3.3 1 D-Pro kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Ser,,3.0,2.9,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.34602792291600826,0.55,0.35146268779207496,0.3289770040319356,15.22794351028265,0.36363636363636365,EC 1.4.3.3 1 D-Ser kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Trp,,4.0,0.3,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-Trp kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Val,,3.0,6.1,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.34602792291600826,0.55,0.35146268779207496,0.3289770040319356,15.22794351028265,0.36363636363636365,EC 1.4.3.3 1 D-Val kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-alanine,,82.0,2.6,8.5,25.0,4.0,4.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,4.418840607796598,1.6094379124341003,0.0,0,1.0,0.0,0.65,0.13658642615918112,0.55,0.48995616221839217,0.4586100202162802,21.228497419306407,0.36363636363636365,EC 1.4.3.3 1 D-alanine kinetic_ec_record unassigned_stage,5
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-arginine,,20.0,7.949999999999999,8.0,25.0,2.0,2.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,3.044522437723423,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.23437028507655136,0.55,0.42679096784732606,0.39948597341111386,18.491717541643652,0.36363636363636365,EC 1.4.3.3 1 D-arginine kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-cycloserine,,2.0,42.135,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-cycloserine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-cysteine,,6.0,9.9,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,EC 1.4.3.3 1 D-cysteine kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-glutamate,,3.0,76.4,8.0,55.0,2.0,2.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.33386396967276327,0.55,0.35316564124612926,0.3305710068799763,15.301727954264141,0.36363636363636365,EC 1.4.3.3 1 D-glutamate kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-homo-phenylalanine,,2.0,0.22499999999999998,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-homo-phenylalanine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-kynurenine,,2.0,0.39499999999999996,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-kynurenine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-methionine,,2.0,60.105,8.0,55.0,1.0,1.0,Cofactor_only,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-methionine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-phenylalanine,,7.0,5.01,8.0,30.0,3.0,3.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.0794415416798357,1.3862943611198906,0.0,0,1.0,0.0,0.65,0.28364467666561316,0.55,0.3851496407672883,0.3605087519234973,16.687509588726734,0.36363636363636365,EC 1.4.3.3 1 D-phenylalanine kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-phenylglycine,,2.0,4.35,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-phenylglycine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-proline,,4.0,13.9,8.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.4.3.3 1 D-proline kinetic_ec_record unassigned_stage,7
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-serine,,13.0,4.29,8.3,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.6390573296152584,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2708621448062861,0.55,0.40708536359326924,0.3810410833123568,17.637926118429228,0.36363636363636365,EC 1.4.3.3 1 D-serine kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-tyrosine,,2.0,7.965,8.3,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-tyrosine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-valine,,2.0,112.815,8.0,55.0,1.0,1.0,Cofactor_only,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 D-valine kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,N-Methyl-D-aspartate,,2.0,48.5,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.3 1 N-Methyl-D-aspartate kinetic_ec_record unassigned_stage,1
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,O2,,20.0,3.08649167310371,8.5,25.0,3.0,3.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,3.044522437723423,1.3862943611198906,0.0,0,1.0,0.0,0.65,0.22573982290299793,0.55,0.42799923255162353,0.40061693643024515,18.544068437774612,0.36363636363636365,EC 1.4.3.3 1 O2 kinetic_ec_record unassigned_stage,4
1.4.3.3,EC 1.4.3.3,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,cephalosporin C,,26.0,5.0,8.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,3.295836866004329,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.23145537262294194,0.55,0.43624637500894403,0.40833644780847417,18.90139518631307,0.36363636363636365,EC 1.4.3.3 1 cephalosporin C kinetic_ec_record unassigned_stage,5
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"(1R,6S)-3-methyl-6-phenyl-3-aza-bicyclo[4.1.0]heptane",,1.0,0.221,7.0,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,"EC 1.4.3.4 1 (1R,6S)-3-methyl-6-phenyl-3-aza-bicyclo[4.1.0]heptane kinetic_ec_record unassigned_stage",6
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"(1S,6R)-3-methyl-6-phenyl-3-aza-bicyclo[4.1.0]heptane",,1.0,0.753,7.0,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,"EC 1.4.3.4 1 (1S,6R)-3-methyl-6-phenyl-3-aza-bicyclo[4.1.0]heptane kinetic_ec_record unassigned_stage",6
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"(S)-1,2,3,4-tetrahydro-1-methylisoquinoline",,26.0,1.0750000000000002,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,3.295836866004329,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.23145537262294194,0.55,0.43624637500894403,0.40833644780847417,18.90139518631307,0.36363636363636365,"EC 1.4.3.4 1 (S)-1,2,3,4-tetrahydro-1-methylisoquinoline kinetic_ec_record unassigned_stage",5
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"1,2,3,4-tetrahydronaphthalen-1-amine",,1.0,0.409782869334481,7.8,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,"EC 1.4.3.4 1 1,2,3,4-tetrahydronaphthalen-1-amine kinetic_ec_record unassigned_stage",6
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",,4.0,0.13999999999999999,7.2,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,"EC 1.4.3.4 1 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine kinetic_ec_record unassigned_stage",7
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,2-Phenylethylamine,,10.0,0.21,7.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.3978952727983707,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.28533186821529943,0.55,0.39637776827059945,0.3710185325495225,17.173994491066708,0.36363636363636365,EC 1.4.3.4 1 2-Phenylethylamine kinetic_ec_record unassigned_stage,4
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,3-(4-(3-aminopropoxy)butoxy)-N-(thiophen-2-ylmethyl)propan-1-amine,,2.0,0.8005,7.4,37.0,2.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.4.3.4 1 3-(4-(3-aminopropoxy)butoxy)-N-(thiophen-2-ylmethyl)propan-1-amine kinetic_ec_record unassigned_stage,1
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"N1-(thiophen-2-ylmethyl)dodecane-1,12-diamine",,2.0,0.049,7.4,37.0,2.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.4.3.4 1 N1-(thiophen-2-ylmethyl)dodecane-1,12-diamine kinetic_ec_record unassigned_stage",1
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"N1-benzyl-N1-methyldodecane-1,12-diamine",,2.0,0.027999999999999997,7.4,37.0,2.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.4.3.4 1 N1-benzyl-N1-methyldodecane-1,12-diamine kinetic_ec_record unassigned_stage",1
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"N1-benzyldodecane-1,12-diamine",,2.0,0.0465,7.4,37.0,2.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.4.3.4 1 N1-benzyldodecane-1,12-diamine kinetic_ec_record unassigned_stage",1
1.4.3.4,EC 1.4.3.4,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,Phenylethylamine,,11.0,0.998,7.5,30.0,2.0,2.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.4849066497880004,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.2679472323526767,0.55,0.40194402686299335,0.3762286761550823,17.415165671828703,0.36363636363636365,EC 1.4.3.4 1 Phenylethylamine kinetic_ec_record unassigned_stage,4
