target_enzyme,target_family,stage,compound_a,compound_b,dose_relative,predicted_inhibition,weed_activity_remaining,crop_activity_remaining,selectivity_index,model,evidence_class
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.42416681842733867,0.5758331815726614,0.9345922549980673,1.6230260514783064,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.7748139998524833,0.22518600014751666,0.8805214497584275,3.9101962341424796,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8835455184536722,0.11645448154632776,0.8637547364433505,7.4171017291398345,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.001673968504748169,0.9983260314952518,0.9997418692355385,1.001418211782143,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.01373588074847401,0.986264119251526,0.9978818876292488,1.0117795711624786,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.08706660618740346,0.9129333938125965,0.9865740785740765,1.0806638088392642,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.42416681842733867,0.5758331815726614,0.9345922549980673,1.6230260514783064,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.7748139998524833,0.22518600014751666,0.8805214497584275,3.9101962341424796,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8835455184536722,0.11645448154632776,0.8637547364433505,7.4171017291398345,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.03,0.007083340182935357,0.9929166598170647,0.9989055842583533,1.0060316486606158,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.1,0.03437890791617735,0.9656210920838226,0.994688266124119,1.0301020496327074,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.3,0.13197488464853663,0.8680251153514633,0.9796091409517038,1.1285493053447655,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,1.0,0.4092541907476339,0.5907458092523661,0.9367679347424073,1.5857377573747982,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,3.0,0.6857393559185052,0.3142606440814948,0.8940494277555807,2.8449296613919426,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,10.0,0.8175597791782843,0.18244022082171574,0.8736824338571949,4.788869635884595,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.03,0.0017638846909702201,0.9982361153090298,0.9997280039006645,1.001494524760981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.1,0.014036161774444299,0.9859638382255557,0.9978355834302348,1.012040751135503,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.3,0.08644913869058765,0.9135508613094123,0.9866692938403919,1.0800376154494313,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,1.0,0.4112804740672894,0.5887195259327106,0.9365793664110587,1.590875323741356,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,3.0,0.7510249181184776,0.2489750818815224,0.8841897946743665,3.551318421074436,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,10.0,0.859752436699982,0.14024756330001797,0.867423698173845,6.184946659773688,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.03,0.0017638846909702201,0.9982361153090298,0.9997280039006645,1.001494524760981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.1,0.014036161774444299,0.9859638382255557,0.9978355834302348,1.012040751135503,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.3,0.08644913869058765,0.9135508613094123,0.9866692938403919,1.0800376154494313,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,1.0,0.4112804740672894,0.5887195259327106,0.9365793664110587,1.590875323741356,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,3.0,0.7510249181184776,0.2489750818815224,0.8841897946743665,3.551318421074436,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,10.0,0.859752436699982,0.14024756330001797,0.867423698173845,6.184946659773688,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.03,0.0017638846909702201,0.9982361153090298,0.9997280039006645,1.001494524760981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.1,0.014036161774444299,0.9859638382255557,0.9978355834302348,1.012040751135503,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,0.3,0.08644913869058765,0.9135508613094123,0.9866692938403919,1.0800376154494313,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,1.0,0.4112804740672894,0.5887195259327106,0.9365793664110587,1.590875323741356,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,3.0,0.7510249181184776,0.2489750818815224,0.8841897946743665,3.551318421074436,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,3-hydroxypropanoic acid,10.0,0.859752436699982,0.14024756330001797,0.867423698173845,6.184946659773688,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.03,0.004173322318555465,0.9958266776814445,0.9993512068233731,1.0035392997806953,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.1,0.024179718618331708,0.9758202813816683,0.9962409717594587,1.0209266918995337,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.3,0.10988366176660075,0.8901163382333992,0.9829172624266359,1.1042570731567711,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",1.0,0.3959323297756236,0.6040676702243764,0.9384475546443481,1.553547062526569,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",3.0,0.686826003787599,0.31317399621240105,0.8932246323735807,2.852167303723957,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH169,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",10.0,0.8077982100011095,0.19220178999889048,0.8744180471252139,4.549479206880756,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
